415_2,415_4,415_6,415_8,415_10,415_12,415_14,415_16,415_17,415_18,415_19,415_20,415_21,415_22,415_23,415_24,415_25,415_26,415_27,415_28,415_29,415_30,415_31,415_32,415_33,415_34
,,,,,,,,,,,TNFRSF1B,,OR10G3,,,,,MBD3L4,LINC02202,TTC6,,,,,
,,,,,,,,,,,TNFRSF4,,OR10G7,,,,,MBD3L5,LINC02203,TUBA4A,,,,,
,,,,,,,,,,,TNFRSF8,,OR10J8P,,,,,MBNL2,LINC02210-CRHR1,TUBB4BP6,,,,,
,,,,,,,,,,,TNFRSF11A,,OR10K1,,,,,MC2R,LINC02220,TUBB4BP7,,,,,
,,,,,,,,,,,TNFRSF13B,,OR10R1P,,,,,MC3R,LINC02222,TUBBP9,,,,,
,,,,,,,,,,,TNFRSF13C,,OR10R2,,,,,MC5R,LINC02236,TULP2,,,,,
,,,,,,,,,,,TNFRSF18,,OR10T2,,,,,MCCC1,LINC02248,U52112.1,,,,,
,,,,,,,,,,,TNFSF8,,OR11G2,,,,,MCEMP1,LINC02251,U85056.1,,,,,
,,,,,,,,,,,TNK2,,OR11H2,,,,,MCTP1,LINC02253,U91319.1,,,,,
,,,,,,,,,,,TNNI2,,OR11H12,,,,,MDGA1,LINC02254,U95743.1,,,,,
,,,,,,,,,,,TNNT1,,OR11H13P,,,,,MDGA2,LINC02270,UBASH3A,,,,,
,,,,,,,,,,,TNNT2,,OR11I1P,,,,,ME1,LINC02281,UBE2D3P1,,,,,
,,,,,,,,,,,TNNT3,,OR13A1,,,,,MED15P1,LINC02282,UBE2E2,,,,,
,,,,,,,,,,,TNR,,OR14K1,,,,,MED15P5,LINC02285,UBE2NP1,,,,,
,,,,,,,,,,,TNS1,,OR14L1P,,,,,MED15P6,LINC02291,UBE2U,,,,,
,,,,,,,,,,,TNS2,,OR51A2,,,,,MED15P7,LINC02295,UBQLN1P1,,,,,
,,,,,,,,,,,TNXA,,OR51B2,,,,,MED15P8,LINC02297,UBQLN3,,,,,
,,,,,,,,,,,TNXB,,OR51B5,,,,,MED15P9,LINC02299,UBTFL9,,,,,
,,,,,,,,,,,TOGARAM2,,OR51D1,,,,,MED28P6,LINC02304,UBXN10,,,,,
,,,,,,,,,,,TOM1L2,,OR51F1,,,,,MEFV,LINC02312,UCA1,,,,,
,,,,,,,,,,,TOMM40P1,,OR51V1,,,,,MEG3,LINC02314,UCN3,,,,,
,,,,,,,,,,,TONSL,,OR52A4P,,,,,MEG8,LINC02315,UMOD,,,,,
,,,,,,,,,,,TONSL-AS1,,OR52B5P,,,,,MEG9,LINC02320,UNC5C,,,,,
,,,,,,,,,,,TOR4A,,OR52E2,,,,,MEGF6,LINC02325,UNC5D,,,,,
,,,,,,,,,,,TOX2,,OR52E4,,,,,MEGF11,LINC02327,UNC13C,,,,,
,,,,,,,,,,,TOX3,,OR52E5,,,,,MEIS3,LINC02346,UNC45B,,,,,
,,,,,,,,,,,TP53I11,,OR52J1P,,,,,MESTP2,LINC02349,UNC79,,,,,
,,,,,,,,,,,TP53I13,,OR52J3,,,,,Metazoa_SRP,LINC02351,UNC93B4,,,,,
,,,,,,,,,,,TP73,,OR52K3P,,,,,METTL14-DT,LINC02366,UNC93B5,,,,,
,,,,,,,,,,,TPBGL,,OR52N1,,,,,MFAP3,LINC02369,UNC93B6,,,,,
,,,,,,,,,,,TPCN2,,OR52N4,,,,,MFNG,LINC02370,UNC93B7,,,,,
,,,,,,,,,,,TPGS2,,OR52P1P,,,,,MFSD4A,LINC02391,UNC93B8,,,,,
,,,,,,,,,,,TPO,,OR52Z1,,,,,MFSD6,LINC02401,UPF3AP1,,,,,
,,,,,,,,,,,TPPP,,OR56A3,,,,,MGAM,LINC02411,UPK1A,,,,,
,,,,,,,,,,,TPPP3,,OR56A4,,,,,MGAM2,LINC02414,UPRT,,,,,
,,,,,,,,,,,TPRN,,OR56B1,,,,,MGAT3,LINC02417,UQCR10P1,,,,,
,,,,,,,,,,,TPRXL,,OR56B2P,,,,,MIAT,LINC02418,UQCRB,,,,,
,,,,,,,,,,,TPSAB1,,ORC5,,,,,MICALL2,LINC02440,UQCRC2P1,,,,,
,,,,,,,,,,,TPSB2,,ORMDL2,,,,,MICB,LINC02441,USP2-AS1,,,,,
,,,,,,,,,,,TPSG1,,OS9,,,,,MICB-DT,LINC02459,USP17L1,,,,,
,,,,,,,,,,,TPSP2,,OSBPL1A,,,,,MICC,LINC02463,USP17L3,,,,,
,,,,,,,,,,,TPTEP1,,OSBPL3,,,,,MIR1-1HG-AS1,LINC02469,USP17L4,,,,,
,,,,,,,,,,,TPTEP2-CSNK1E,,OSBPL6,,,,,MIR7-2,LINC02493,USP17L6P,,,,,
,,,,,,,,,,,TRABD,,OSBPL8,,,,,MIR7-3HG,LINC02495,USP17L8,,,,,
,,,,,,,,,,,TRABD2B,,OSBPL9P1,,,,,MIR9-3HG,LINC02520,USP17L10,,,,,
,,,,,,,,,,,TRADD,,OSBPL10,,,,,MIR124-1HG,LINC02551,USP17L11,,,,,
,,,,,,,,,,,TRAF2,,OSGIN2,,,,,MIR124-2,LINC02554,USP17L14P,,,,,
,,,,,,,,,,,TRAF3,,OTOAP1,,,,,MIR124-2HG,LINC02559,USP17L15,,,,,
,,,,,,,,,,,TRAF7,,OTUD1,,,,,MIR129-2,LINC02565,USP17L16P,,,,,
,,,,,,,,,,,TRAJ57,,OTUD4,,,,,MIR133A2,LINC02571,USP17L17,,,,,
,,,,,,,,,,,TRAPPC5,,OTUD7A,,,,,MIR134,LINC02572,USP17L18,,,,,
,,,,,,,,,,,TRAPPC6A,,OTULINL,,,,,MIR136,LINC02575,USP17L20,,,,,
,,,,,,,,,,,TRAPPC9,,OTX1,,,,,MIR137HG,LINC02578,USP17L22,,,,,
,,,,,,,,,,,TRARG1,,OTX2,,,,,MIR139,LINC02582,USP17L23,,,,,
,,,,,,,,,,,TRBV3-1,,OVCH2,,,,,MIR153-2,LINC02591,USP17L24,,,,,
,,,,,,,,,,,TRBV4-1,,OVOL2,,,,,MIR154,LINC02620,USP30,,,,,
,,,,,,,,,,,TRBV30,,OXA1L,,,,,MIR203B,LINC02624,VAV1,,,,,
,,,,,,,,,,,TREML4,,OXR1,,,,,MIR205,LINC02627,VAV3-AS1,,,,,
,,,,,,,,,,,TRIM29,,OXSR1,,,,,MIR206,LINC02628,VGLL3,,,,,
,,,,,,,,,,,TRIM47,,P2RY1,,,,,MIR218-2,LINC02632,VIP,,,,,
,,,,,,,,,,,TRIM55,,P3H2,,,,,MIR323A,LINC02636,VIPR2,,,,,
,,,,,,,,,,,TRIM65,,PABPC1,,,,,MIR323B,LINC02641,VN1R7P,,,,,
,,,,,,,,,,,TRIM67,,PABPC1P6,,,,,MIR370,LINC02646,VN1R21P,,,,,
,,,,,,,,,,,TRIOBP,,PABPC1P8,,,,,MIR376A1,LINC02654,VN1R104P,,,,,
,,,,,,,,,,,TRMT61A,,PABPN1,,,,,MIR378B,LINC02663,VN1R105P,,,,,
,,,,,,,,,,,TRNP1,,PACRG,,,,,MIR378C,LINC02666,VSIG4,,,,,
,,,,,,,,,,,TRPM1,,PACSIN1,,,,,MIR378D1,LINC02667,VSNL1,,,,,
,,,,,,,,,,,TRPM3,,PACSIN2,,,,,MIR381HG,LINC02674,VSTM1,,,,,
,,,,,,,,,,,TRPM5,,PAFAH1B2P2,,,,,MIR382,LINC02680,VSTM2A-OT1,,,,,
,,,,,,,,,,,TRPM8,,PAG1,,,,,MIR431,LINC02687,VWA3A,,,,,
,,,,,,,,,,,TRPV3,,PAICSP5,,,,,MIR483,LINC02690,VWF,,,,,
,,,,,,,,,,,TRPV6,,PAICSP6,,,,,MIR487A,LINC02691,VWFP1,,,,,
,,,,,,,,,,,TSC2,,PAIP2B,,,,,MIR488,LINC02693,WASHC1,,,,,
,,,,,,,,,,,TSC22D4,,PAK5,,,,,MIR493,LINC02698,WBP1LP1,,,,,
,,,,,,,,,,,TSHZ2,,PALLD,,,,,MIR494,LINC02703,WDFY4,,,,,
,,,,,,,,,,,TSHZ3,,PAM,,,,,MIR518A1,LINC02706,WDR11-AS1,,,,,
,,,,,,,,,,,TSNARE1,,PAN3,,,,,MIR520D,LINC02712,WEE2-AS1,,,,,
,,,,,,,,,,,TSPAN2,,PAN3-AS1,,,,,MIR543,LINC02714,WFDC2,,,,,
,,,,,,,,,,,TSPAN4,,PANK1,,,,,MIR544A,LINC02721,WFDC3,,,,,
,,,,,,,,,,,TSPAN9,,PANK3,,,,,MIR548AG2,LINC02730,WFDC6,,,,,
,,,,,,,,,,,TSPAN11,,PANK4,,,,,MIR548H3,LINC02731,WFDC8,,,,,
,,,,,,,,,,,TSPAN18,,PANX1,,,,,MIR583HG,LINC02740,WFDC10A,,,,,
,,,,,,,,,,,TSPAN31,,PAPOLA,,,,,MIR585,LINC02741,WFDC10B,,,,,
,,,,,,,,,,,TSPAN32,,PAPPA,,,,,MIR595,LINC02742,WFDC11,,,,,
,,,,,,,,,,,TSPEAR,,PAPPA2,,,,,MIR646,LINC02743,WFDC13,,,,,
,,,,,,,,,,,TSPO,,PAPSS1,,,,,MIR646HG,LINC02744,WIF1,,,,,
,,,,,,,,,,,TSPOAP1,,PAPSS2,,,,,MIR656,LINC02745,WNT1,,,,,
,,,,,,,,,,,TSPOAP1-AS1,,PAQR3,,,,,MIR663AHG,LINC02749,WWTR1,,,,,
,,,,,,,,,,,TST,,PARD6B,,,,,MIR665,LINC02752,XAF1,,,,,
,,,,,,,,,,,TTBK1,,PARD6G,,,,,MIR924HG,LINC02772,XAGE1A,,,,,
,,,,,,,,,,,TTC7B,,PARP3,,,,,MIR935,LINC02774,XAGE1B,,,,,
,,,,,,,,,,,TTC9,,PARP4,,,,,MIR1179,LINC02780,XAGE2,,,,,
,,,,,,,,,,,TTC16,,PARP8,,,,,MIR1185-1,LINC02781,XAGE3,,,,,
,,,,,,,,,,,TTC25,,PARP11,,,,,MIR1253,LINC02786,XAGE5,,,,,
,,,,,,,,,,,TTC34,,PARP11-AS1,,,,,MIR1268A,LINC02794,XKR3,,,,,
,,,,,,,,,,,TTLL8,,PASD1,,,,,MIR1269B,LINC02799,YBX2P1,,,,,
,,,,,,,,,,,TTLL10,,PAWR,,,,,MIR1302-7,LINC02801,YBX3P1,,,,,
,,,,,,,,,,,TTLL10-AS1,,PAWRP1,,,,,MIR1324,LINC02802,YRDCP3,,,,,
,,,,,,,,,,,TTYH1,,PAX1,,,,,MIR2392,LINC02808,YWHAEP3,,,,,
,,,,,,,,,,,TTYH2,,PAX2,,,,,MIR3131,LINC02810,Z68323.1,,,,,
,,,,,,,,,,,TTYH3,,PAX3,,,,,MIR3182,LINC02819,Z70719.1,,,,,
,,,,,,,,,,,TUB,,PAX5,,,,,MIR3529,LINC02826,Z82196.1,,,,,
,,,,,,,,,,,TUBA4A,,PAX6,,,,,MIR3612,LINC02827,Z82196.2,,,,,
,,,,,,,,,,,TUBB3,,PAX7,,,,,MIR4277,LINC02840,Z82198.2,,,,,
,,,,,,,,,,,TUBB8P11,,PAX8-AS1,,,,,MIR4291,LINC02841,Z82202.1,,,,,
,,,,,,,,,,,TUBBP9,,PAX9,,,,,MIR4311,LINC02848,Z82202.2,,,,,
,,,,,,,,,,,TUBGCP6,,PAXIP1,,,,,MIR4323,LINC02854,Z82249.1,,,,,
,,,,,,,,,,,TULP1,,PAXX,,,,,MIR4436A,LINC02858,Z92544.1,,,,,
,,,,,,,,,,,TUNAR,,PBDC1,,,,,MIR4472-1,LINC02864,Z93242.1,,,,,
,,,,,,,,,,,TUT1,,PBK,,,,,MIR4493,LINC02874,Z93929.1,,,,,
,,,,,,,,,,,TXNRD2,,PBX1,,,,,MIR4520-1,LINC02884,Z94057.1,,,,,
,,,,,,,,,,,TYMP,,PBX3,,,,,MIR4527HG,LINC02885,Z96074.1,,,,,
,,,,,,,,,,,U52111.1,,PC,,,,,MIR4533,LINC02887,Z97192.3,,,,,
,,,,,,,,,,,U82695.1,,PCAT1,,,,,MIR4535,LINGO1,Z97192.4,,,,,
,,,,,,,,,,,UAP1L1,,PCAT4,,,,,MIR4537,LINGO3,Z97353.2,,,,,
,,,,,,,,,,,UBASH3B,,PCAT7,,,,,MIR4634,LINP1,Z97988.1,,,,,
,,,,,,,,,,,UBE2I,,PCAT19,,,,,MIR4671,LIPE-AS1,Z98257.2,,,,,
,,,,,,,,,,,UBE2L3,,PCBP3,,,,,MIR4697,LIPG,Z98259.1,,,,,
,,,,,,,,,,,UBE2O,,PCCA,,,,,MIR4713HG,LLCFC1,Z98259.2,,,,,
,,,,,,,,,,,UBE2QL1,,PCCB,,,,,MIR4760,LMNTD1,Z98259.3,,,,,
,,,,,,,,,,,UBXN10,,PCDH8,,,,,MIR4768,LMNTD2-AS1,Z98886.1,,,,,
,,,,,,,,,,,UCN3,,PCDH9,,,,,MIR4801,LMO1,Z98949.1,,,,,
,,,,,,,,,,,UGT3A1,,PCDH10,,,,,MIR5571,LMO2,Z98949.2,,,,,
,,,,,,,,,,,UHRF1,,PCDH11X,,,,,MIR5584,LMX1A,Z99755.1,,,,,
,,,,,,,,,,,UICLM,,PCDH11Y,,,,,MIR5707,LMX1A-AS1,Z99755.2,,,,,
,,,,,,,,,,,ULBP1,,PCDH15,,,,,MIR6127,LNCNEF,ZC3H12B,,,,,
,,,,,,,,,,,UMODL1,,PCDH17,,,,,MIR6724-3,LNCOC1,ZC4H2,,,,,
,,,,,,,,,,,UNC5A,,PCDH19,,,,,MIR6841,LNCOG,ZDHHC11,,,,,
,,,,,,,,,,,UNC5B,,PCDH20,,,,,MIR6843,LONRF2,ZDHHC15,,,,,
,,,,,,,,,,,UNC5B-AS1,,PCDHAC1,,,,,MIR6891,LORICRIN,ZDHHC20P2,,,,,
,,,,,,,,,,,UNC13D,,PCDHAC2,,,,,MIR7160,LOXHD1,ZEB2P1,,,,,
,,,,,,,,,,,UNC93B5,,PCGF5,,,,,MIR8058,LOXL2,ZFP37,,,,,
,,,,,,,,,,,UNC93B7,,PCIF1,,,,,MIR8061,LPA,ZFYVE9P1,,,,,
,,,,,,,,,,,UNCX,,PCLO,,,,,MIR8071-1,LPAL2,ZIC3,,,,,
,,,,,,,,,,,UNK,,PCM1,,,,,MIR8071-2,LPL,ZNF19,,,,,
,,,,,,,,,,,UNKL,,PCMTD1,,,,,MIR8078,LPO,ZNF75D,,,,,
,,,,,,,,,,,UPF3AP1,,PCMTD2,,,,,MIR8088,LRATD1,ZNF175,,,,,
,,,,,,,,,,,UPK2,,PCNA,,,,,MKRN7P,LRFN2,ZNF217,,,,,
,,,,,,,,,,,UPK3B,,PCNX1,,,,,MKS1,LRFN5,ZNF263,,,,,
,,,,,,,,,,,UPK3BP1,,PCNX4,,,,,MKX,LRMDA,ZNF302,,,,,
,,,,,,,,,,,UQCC1,,PCOLCE2,,,,,MKX-AS1,LRP2,ZNF334,,,,,
,,,,,,,,,,,UQCRB,,PCP4,,,,,MLN,LRRC3-DT,ZNF365,,,,,
,,,,,,,,,,,URAD,,PCSK5,,,,,MMAB,LRRC3B,ZNF385D,,,,,
,,,,,,,,,,,USH1C,,PCSK6,,,,,MMD2,LRRC4C,ZNF402P,,,,,
,,,,,,,,,,,USH1G,,PCTP,,,,,MME,LRRC7,ZNF454,,,,,
,,,,,,,,,,,USP2-AS1,,PCYOX1L,,,,,MMEL1,LRRC10B,ZNF511-PRAP1,,,,,
,,,,,,,,,,,USP17L1,,PDCD5,,,,,MMP2,LRRC18,ZNF521,,,,,
,,,,,,,,,,,UTF1,,PDCD10,,,,,MMP9,LRRC26,ZNF574,,,,,
,,,,,,,,,,,UVSSA,,PDCL,,,,,MMP24,LRRC38,ZNF595,,,,,
,,,,,,,,,,,VAC14,,PDCL3,,,,,MMP24OS,LRRC55,ZNF597,,,,,
,,,,,,,,,,,VASH1,,PDE1B,,,,,MMP26,LRRC71,ZNF652P1,,,,,
,,,,,,,,,,,VASN,,PDE1C,,,,,MMP28,LRRC75A,ZNF675,,,,,
,,,,,,,,,,,VAT1L,,PDE2A,,,,,MN1,LRRN2,ZNF705B,,,,,
,,,,,,,,,,,VAV2,,PDE3A,,,,,MOBP,LRRTM1,ZNF705G,,,,,
,,,,,,,,,,,VAX1,,PDE3B,,,,,MOCOS,LRTM1,ZNF717,,,,,
,,,,,,,,,,,VENTX,,PDE4A,,,,,MORN1,LRTM2,ZNF720,,,,,
,,,,,,,,,,,VGF,,PDE4B,,,,,MOXD2P,LSINCT5,ZNF840P,,,,,
,,,,,,,,,,,VIPR2,,PDE4D,,,,,MPP7,LSP1,ZNF861P,,,,,
,,,,,,,,,,,VN1R65P,,PDE4DIP,,,,,MPP7-DT,LSP1P4,ZNF883,,,,,
,,,,,,,,,,,VPS9D1,,PDE5A,,,,,MPPED1,LSP1P5,ZNHIT1P1,,,,,
,,,,,,,,,,,VPS9D1-AS1,,PDE7A,,,,,MRGPRE,LSR,ZP2,,,,,
,,,,,,,,,,,VPS16,,PDE8A,,,,,MRGPRG-AS1,LTBP4,ZSCAN1,,,,,
,,,,,,,,,,,VPS28,,PDE11A,,,,,MRGPRX1,LTF,ZSCAN5B,,,,,
,,,,,,,,,,,VPS37C,,PDGFA,,,,,MRGPRX2,LY6D,ZSCAN5C,,,,,
,,,,,,,,,,,VPS37D,,PDGFB,,,,,MRGPRX5P,LY6E-DT,ZSWIM5,,,,,
,,,,,,,,,,,VSIR,,PDGFC,,,,,MRGPRX6P,LY6H,,,,,,
,,,,,,,,,,,VSNL1,,PDGFRL,,,,,MRGPRX7P,LY6L,,,,,,
,,,,,,,,,,,VSTM2A,,PDHA1,,,,,MRGPRX8P,LYNX1,,,,,,
,,,,,,,,,,,VSTM2B,,PDIA4,,,,,MRGPRX9P,LYPD8,,,,,,
,,,,,,,,,,,VSTM2L,,PDK1,,,,,MRGPRX10P,LYPD9P,,,,,,
,,,,,,,,,,,VSTM4,,PDLIM1,,,,,MRGPRX11P,LYZL4,,,,,,
,,,,,,,,,,,VSX2,,PDLIM3,,,,,MRO,LZTFL1,,,,,,
,,,,,,,,,,,VWA1,,PDLIM7,,,,,MROH2A,LZTS1,,,,,,
,,,,,,,,,,,VWA2,,PDP1,,,,,MROH4P,M1AP,,,,,,
,,,,,,,,,,,VWA3B,,PDPR,,,,,MROH5,MACF1,,,,,,
,,,,,,,,,,,VWA5B1,,PDRG1,,,,,MROH7,MAD2L2,,,,,,
,,,,,,,,,,,VWA5B2,,PDX1,,,,,MRPS22,MADCAM1,,,,,,
,,,,,,,,,,,VWA7,,PDXK,,,,,MSH2,MAFA,,,,,,
,,,,,,,,,,,VWC2,,PDXP-DT,,,,,MSLN,MAGEA2,,,,,,
,,,,,,,,,,,VWFP1,,PDYN,,,,,MSLNL,MAGEA2B,,,,,,
,,,,,,,,,,,WASH2P,,PDYN-AS1,,,,,MSN,MAGEA6,,,,,,
,,,,,,,,,,,WASH8P,,PDZD7,,,,,MST1L,MAGEA10-MAGEA5,,,,,,
,,,,,,,,,,,WASHC1,,PDZD8,,,,,MSX2P1,MAGEA12,,,,,,
,,,,,,,,,,,WDFY4,,PDZRN3,,,,,MT1P3,MAGED4,,,,,,
,,,,,,,,,,,WDR18,,PEAR1,,,,,MTATP6P23,MAGED4B,,,,,,
,,,,,,,,,,,WDR38,,PEBP4,,,,,MTCO1P5,MAGEL2,,,,,,
,,,,,,,,,,,WDR46,,PEDS1,,,,,MTCO1P23,MALLP2,,,,,,
,,,,,,,,,,,WDR90,,PEF1-AS1,,,,,MTCO2P1,MALRD1,,,,,,
,,,,,,,,,,,WDR97,,PEG10,,,,,MTCO2P23,MAN1A2P1,,,,,,
,,,,,,,,,,,WFDC2,,PEG13,,,,,MTCYBP45,MAN1C1,,,,,,
,,,,,,,,,,,WFDC5,,PELI1,,,,,MTND1P17,MAP1B,,,,,,
,,,,,,,,,,,WFDC6,,PELO,,,,,MTND1P20,MAP2K3,,,,,,
,,,,,,,,,,,WFIKKN1,,PET100,,,,,MTND2P15,MAP3K15,,,,,,
,,,,,,,,,,,WFS1,,PEX5,,,,,MTND6P8,MAP3K21,,,,,,
,,,,,,,,,,,WNK2,,PEX5L,,,,,MTUS2,MAP6,,,,,,
,,,,,,,,,,,WNK4,,PEX7,,,,,MTUS2-AS2,MAPK4,,,,,,
,,,,,,,,,,,WNT1,,PEX16,,,,,MUC2,MAPK6P4,,,,,,
,,,,,,,,,,,WNT2B,,PFKFB4,,,,,MUC3A,MAPK6P6,,,,,,
,,,,,,,,,,,WNT3,,PFKM,,,,,MUC4,MAPKAP1,,,,,,
,,,,,,,,,,,WNT3A,,PFKP,,,,,MUC5AC,MAPT,,,,,,
,,,,,,,,,,,WNT4,,PFN1,,,,,MUC12,MAPT-AS1,,,,,,
,,,,,,,,,,,WNT5B,,PGAM1P5,,,,,MUC12-AS1,MARCHF3,,,,,,
,,,,,,,,,,,WNT6,,PGBD2,,,,,MUC16,MARCHF4,,,,,,
,,,,,,,,,,,WNT7A,,PGBD5,,,,,MUC17,MARCHF11,,,,,,
,,,,,,,,,,,WNT7B,,PGD,,,,,MUCL1,MARCHF11-AS1,,,,,,
,,,,,,,,,,,WNT9A,,PGK1,,,,,MXRA5,MARCO,,,,,,
,,,,,,,,,,,WNT9B,,PGLS,,,,,MXRA8,MAS1,,,,,,
,,,,,,,,,,,WNT10A,,PGM1,,,,,MYB,MAST4,,,,,,
,,,,,,,,,,,WNT11,,PGM3,,,,,MYCN,MATK,,,,,,
,,,,,,,,,,,WSCD1,,PGM5,,,,,MYCNOS,MATN3,,,,,,
,,,,,,,,,,,WSCD2,,PGM5P2,,,,,MYH1,MBD3L1,,,,,,
,,,,,,,,,,,WTIP,,PGM5P3-AS1,,,,,MYH2,MBD3L2,,,,,,
,,,,,,,,,,,WWP2,,PGM5P4-AS1,,,,,MYH4,MBD3L2B,,,,,,
,,,,,,,,,,,WWTR1,,PGP,,,,,MYH8,MBD3L3,,,,,,
,,,,,,,,,,,XKR4,,PGR,,,,,MYH11,MBD3L4,,,,,,
,,,,,,,,,,,XKR6,,PGS1,,,,,MYH13,MBD3L5,,,,,,
,,,,,,,,,,,XKR7,,PHACTR1,,,,,MYHAS,MBNL2,,,,,,
,,,,,,,,,,,XRCC3,,PHAX,,,,,MYO1A,MC2R,,,,,,
,,,,,,,,,,,XYLT1,,PHBP21,,,,,MYO1F,MC3R,,,,,,
,,,,,,,,,,,Y_RNA,,PHC2,,,,,MYO5B,MC5R,,,,,,
,,,,,,,,,,,Z72006.1,,PHF8,,,,,MYO5BP2,MCC,,,,,,
,,,,,,,,,,,Z80897.2,,PHF14,,,,,MYO18B,MCCC1,,,,,,
,,,,,,,,,,,Z82186.1,,PHF20,,,,,MYO18B-AS1,MCEMP1,,,,,,
,,,,,,,,,,,Z82188.2,,PHF20L1,,,,,MYOCD,MCTP1,,,,,,
,,,,,,,,,,,Z84468.2,,PHF21B,,,,,MYOD1,MDGA1,,,,,,
,,,,,,,,,,,Z85996.1,,PHKA2,,,,,MYOM2,MDGA2,,,,,,
,,,,,,,,,,,Z94057.1,,PHLPP1,,,,,MYT1,MDK,,,,,,
,,,,,,,,,,,Z97056.2,,PHLPP2,,,,,MYT1L,ME1,,,,,,
,,,,,,,,,,,Z97192.4,,PHRF1,,,,,NAA11,MED15P1,,,,,,
,,,,,,,,,,,Z97986.1,,PHYKPL,,,,,NALCN,MED15P5,,,,,,
,,,,,,,,,,,Z98883.1,,PIAS2,,,,,NALCN-AS1,MED15P6,,,,,,
,,,,,,,,,,,Z99755.2,,PIAS3,,,,,NAP1L2,MED15P7,,,,,,
,,,,,,,,,,,ZACN,,PIAS4,,,,,NAV2,MED15P8,,,,,,
,,,,,,,,,,,ZBP1,,PID1,,,,,NAV2-AS4,MED15P9,,,,,,
,,,,,,,,,,,ZBTB7B,,PIDD1,,,,,NAV2-AS5,MED28P6,,,,,,
,,,,,,,,,,,ZBTB7C,,PIEZO1P2,,,,,NAV2-IT1,MEFV,,,,,,
,,,,,,,,,,,ZBTB16,,PIEZO2,,,,,NBEAP3,MEG3,,,,,,
,,,,,,,,,,,ZBTB32,,PIFO,,,,,NBEAP5,MEG8,,,,,,
,,,,,,,,,,,ZBTB42,,PIGB,,,,,NBEAP6,MEGF6,,,,,,
,,,,,,,,,,,ZBTB46,,PIGH,,,,,NBPF17P,MEGF11,,,,,,
,,,,,,,,,,,ZC3H3,,PIGM,,,,,NCALD,MEIS3,,,,,,
,,,,,,,,,,,ZC3H4,,PIGN,,,,,NCAN,MESTP2,,,,,,
,,,,,,,,,,,ZC3H7B,,PIGT,,,,,NCF4,Metazoa_SRP,,,,,,
,,,,,,,,,,,ZCCHC14,,PIGU,,,,,NCF4-AS1,METTL14-DT,,,,,,
,,,,,,,,,,,ZCCHC24,,PIH1D1,,,,,NCKAP1L,METTL22,,,,,,
,,,,,,,,,,,ZDHHC1,,PIK3C2B,,,,,NCR1,MFAP3,,,,,,
,,,,,,,,,,,ZDHHC8,,PIK3IP1,,,,,NDN,MFNG,,,,,,
,,,,,,,,,,,ZDHHC8P1,,PIK3R1,,,,,NDRG4,MFSD2A,,,,,,
,,,,,,,,,,,ZDHHC11,,PIK3R3,,,,,NDUFA4L2,MFSD4A,,,,,,
,,,,,,,,,,,ZDHHC11B,,PIM1,,,,,NDUFB9P2,MFSD6,,,,,,
,,,,,,,,,,,ZDHHC22,,PIM3,,,,,NDUFB10P2,MGAM,,,,,,
,,,,,,,,,,,ZFPM1,,PIMREG,,,,,NEBL,MGAM2,,,,,,
,,,,,,,,,,,ZFPM2,,PIN1,,,,,NECTIN1,MGAT2P1,,,,,,
,,,,,,,,,,,ZFYVE28,,PIN4,,,,,NEFL,MGAT3,,,,,,
,,,,,,,,,,,ZG16B,,PIP4K2A,,,,,NEFM,MIAT,,,,,,
,,,,,,,,,,,ZIC2,,PIP4P1,,,,,NEK2P1,MICALL2,,,,,,
,,,,,,,,,,,ZIC3,,PIP5K1B,,,,,NEK2P2,MICB,,,,,,
,,,,,,,,,,,ZIC5,,PIP5KL1,,,,,NEK2P4,MICB-DT,,,,,,
,,,,,,,,,,,ZMAT4,,PITPNC1,,,,,NELL1,MICC,,,,,,
,,,,,,,,,,,ZMAT5,,PITPNM3,,,,,NELL2,MIR1-1HG-AS1,,,,,,
,,,,,,,,,,,ZMIZ1,,PITRM1,,,,,NETO1,MIR7-2,,,,,,
,,,,,,,,,,,ZMIZ1-AS1,,PITX1,,,,,NEURL1-AS1,MIR7-3HG,,,,,,
,,,,,,,,,,,ZMYND15,,PITX2,,,,,NEUROD1,MIR9-1HG,,,,,,
,,,,,,,,,,,ZMYND19,,PKD2,,,,,NEUROD2,MIR9-3HG,,,,,,
,,,,,,,,,,,ZNF48,,PKHD1,,,,,NEUROD4,MIR124-1HG,,,,,,
,,,,,,,,,,,ZNF70P1,,PKIA,,,,,NEUROG1,MIR124-2,,,,,,
,,,,,,,,,,,ZNF76,,PKIB,,,,,NEUROG2,MIR124-2HG,,,,,,
,,,,,,,,,,,ZNF213,,PKM,,,,,NEUROG2-AS1,MIR129-2,,,,,,
,,,,,,,,,,,ZNF213-AS1,,PKNOX2,,,,,NEUROG3,MIR136,,,,,,
,,,,,,,,,,,ZNF276,,PKP2,,,,,NEXMIF,MIR137HG,,,,,,
,,,,,,,,,,,ZNF385C,,PLA2G6,,,,,NF1P4,MIR139,,,,,,
,,,,,,,,,,,ZNF423,,PLAA,,,,,NF1P6,MIR203B,,,,,,
,,,,,,,,,,,ZNF467,,PLAAT1,,,,,NF1P7,MIR205,,,,,,
,,,,,,,,,,,ZNF469,,PLAAT5,,,,,NF1P8,MIR205HG,,,,,,
,,,,,,,,,,,ZNF488,,PLAC9P1,,,,,NF1P10,MIR206,,,,,,
